AA制	ei˥ ei˥ ʦɐi˧
鬼鬼鼠鼠	kʷɐi˧˥ kʷɐi˧˥ syː˧˥ syː˧˥
鬼魂	kʷɐi˧˥ wɐn˨˩
鬼魅	kʷɐi˧˥ mei˨
鬼魔	kʷɐi˧˥ mɔː˥
鬼黠	kʷɐi˧˥ kʰiːt̚˧
鬼鼠	kʷɐi˧˥ syː˧˥
鬾	kei˨
鬿	kʰei˨˩
魁	fuːi˥
魁伟	fuːi˥ wɐi˩˧
魁偉	fuːi˥ wɐi˩˧
魁星	fuːi˥ sɪŋ˥
魁梧	fuːi˥ ŋ˨˩
魁首	fuːi˥ sɐu˧˥
魂	waːn˨˩
魂不守舍	wɐn˨˩ pɐt̚˥ sɐu˧˥ sɛː˧
魂不附体	wɐn˨˩ pɐt̚˥ fuː˨ tʰɐi˧˥
魂不附體	wɐn˨˩ pɐt̚˥ fuː˨ tʰɐi˧˥
魂精	wɐn˨˩ tsɛːŋ˥
魂飛魄散	wɐn˨˩ fei˥ pʰaːk̚˧ saːn˧
魂飞天外	wɐn˨˩ fei˥ tʰiːn˥ ŋɔːi˨
魂飞魄散	wɐn˨˩ fei˥ pʰaːk̚˧ saːn˧
魂魄	wɐn˨˩ pʰaːk̚˧
魃	paːt̚˨
魄	pɔːk̚˧
魄力	pʰaːk̚˧ lɪk̚˨
魅	mei˨
魅力	mei˨ lɪk̚˨
魅惑	mei˨ waːk̚˨
魆	fɐt̚˥
魇	iːm˧˥
魇寐	iːm˧˥ mei˨
魈	siːu˥
魉	lœːŋ˩˧
魊	wɪk̚˨
魋	tʰɵy˨˩
魌	hei˥
魍	mɔːŋ˩˧
魍魉	mɔːŋ˩˧ lœːŋ˩˧
魍魎	mɔːŋ˩˧ lœːŋ˩˧
魎	lœːŋ˩˧
魏	ŋɐi˨
魏晋南北朝	ŋɐi˨ ʦɵn˧ naːm˨˩ pɐk̚˥ ʦʰiːu˨˩
魑	ʦʰiː˥
魑魅	ʦʰiː˥ mei˨
魑魅魍魉	ʦʰiː˥ mei˨ mɔːŋ˩˧ lœːŋ˩˧
魑魅魍魎	tsʰiː˥ mei˨ mɔːŋ˩˧ lœːŋ˩˧
魔	mɔː˥
魔力	mɔː˥ lɪk̚˨
魔咒	mɔː˥ ʦɐu˧
魔女	mɔː˥ nɵy˩˧
魔掌	mɔː˥ ʦœːŋ˧˥
魔术	mɔː˥ sɵt̚˨
魔术师	mɔː˥ sɵt̚˨ siː˥
魔杖	mɔː˥ ʦœːŋ˨
魔法	mɔː˥ faːt̚˧
魔法师	mɔː˥ faːt̚˧ siː˥
魔法師	mɔː˥ faːt̚˧ siː˥
魔爪	mɔː˥ ʦaːu˧˥
魔王	mɔː˥ wɔːŋ˨˩
魔界	mɔː˥ kaːi˧
魔笛	mɔː˥ tɛːk̚˨
魔羯座	mɔː˥ kʰiːt̚˧ ʦɔː˨
魔術	mɔː˥ sɵt̚˨
魔術師	mɔː˥ sɵt̚˨ siː˥
魔障	mɔː˥ ʦœːŋ˧
魔鬼	mɔː˥ kʷɐi˧˥
魖	hɵy˥
魘	jiːm˧˥
魘寐	jiːm˧˥ mei˨
魙	ʦiːm˨
魚	jyː˨˩
魚丸	jyː˨˩ jyːn˨˩
魚丸湯	jyː˨˩ jyːn˨˩ tʰɔːŋ˥
魚刺	jyː˨˩ tsʰiː˧
魚塘	jyː˨˩ tʰɔːŋ˨˩
魚塘博	jyː˨˩ tʰɔːŋ˨˩ pɔːk̚˧
魚塘壆	jyː˨˩ tʰɔːŋ˨˩ pɔːk̚˧
魚子	jyː˨˩ tsiː˧˥
魚子醬	jyː˨˩ tsiː˧˥ tsœːŋ˧
魚尾	jyː˨˩ mei˩˧
魚尾夾	jyː˨˩ mei˩˧ kaːp̚˧˥
魚尾紋	jyː˨˩ mei˩˧ mɐn˨˩
魚尾釘	jyː˨˩ mei˩˧ tɛːŋ˥
魚市	jyː˨˩ siː˩˧
魚市場	jyː˨˩ siː˩˧ tsʰœːŋ˨˩
魚扒	jyː˨˩ pʰaː˧˥
魚旦	jyː˨˩ taːn˧˥
魚旦河	jyː˨˩ taːn˧˥ hɔː˧˥
魚旦麪	jyː˨˩ taːn˧˥ miːn˨
魚旦麵	jyː˨˩ taːn˧˥ miːn˨
魚春	jyː˨˩ tsʰɵn˥
魚柳	jyː˨˩ lɐu˩˧
魚檔	jyː˧˥ tɔːŋ˧
魚水	jyː˨˩ sɵy˧˥
魚池	jyː˨˩ tsʰiː˨˩
魚油	jyː˨˩ jɐu˨˩
魚游釜中	jyː˨˩ jɐu˨˩ fuː˧˥ tsʊŋ˥
魚湯	jyː˨˩ tʰɔːŋ˥
魚片	jyː˨˩ pʰiːn˧˥
魚生	jyː˨˩ saːŋ˥
魚生粥	jyː˨˩ saːŋ˥ tsʊk̚˥
魚目混珠	jyː˨˩ mʊk̚˨ wɐn˨ tsyː˥
魚種	jyː˨˩ tsʊŋ˧˥
魚米之鄉	jyː˨˩ mɐi˩˧ tsiː˥ hœːŋ˥
魚網	jyː˨˩ mɔːŋ˩˧
魚缸	jyː˨˩ kɔːŋ˥
魚群	jyː˨˩ kʷʰɐn˨˩
魚翅	jyː˨˩ tsʰiː˧
魚翅羹	jyː˨˩ tsʰiː˧ kɐŋ˥
魚肉	jyː˨˩ jʊk̚˨
魚肉人民	jyː˨˩ jʊk̚˨ jɐn˨˩ mɐn˨˩
魚肉鄉里	jyː˨˩ jʊk̚˨ hœːŋ˥ lei˩˧
魚肚	jyː˨˩ tʰou˩˧
魚肚白	jyː˨˩ tʰou˩˧ paːk̚˨
魚肝	jyː˨˩ kɔːn˥
魚肝油	jyː˨˩ kɔːn˥ jɐu˨˩
魚腥	jyː˨˩ sɪŋ˥
魚腥味	jyː˨˩ sɪŋ˥ mei˨
魚膥	jyː˨˩ tsʰɵn˥
魚與熊掌	jyː˨˩ jyː˩˧ hʊŋ˨˩ tsœːŋ˧˥
魚與熊掌不可兼得	jyː˨˩ jyː˩˧ hʊŋ˨˩ tsœːŋ˧˥ pɐt̚˥ hɔː˧˥ kiːm˥ tɐk̚˥
魚茸	jyː˨˩ jʊŋ˨˩
魚蓉	jyː˨˩ jʊŋ˨˩
魚蛋	jyː˨˩ taːn˧˥
魚蛋河	jyː˨˩ taːn˧˥ hɔː˧˥
魚蛋麪	jyː˨˩ taːn˧˥ miːn˨
魚蛋麵	jyː˨˩ taːn˧˥ miːn˨
魚融	jyː˨˩ jʊŋ˨˩
魚販	jyː˨˩ faːn˧
魚貫	jyː˨˩ kuːn˧
魚貫而入	jyː˨˩ kuːn˧ jiː˨˩ jɐp̚˨
魚鉤	jyː˨˩ kɐu˥
魚雷	jyː˨˩ lɵy˨˩
魚雷艇	jyː˨˩ lɵy˨˩ tʰɪŋ˩˧
魚類	jyː˨˩ lɵy˨
魚類學	jyː˨˩ lɵy˨ hɔːk̚˨
魚香茄子	jyː˨˩ hœːŋ˥ kʰɛː˧˥ tsiː˧˥
魚骨	jyː˨˩ kʷɐt̚˥
魚鬆	jyː˨˩ sʊŋ˥
魚鰓	jyː˨˩ sɔːi˥
魚鰭	jyː˨˩ kʰei˨˩
魚鰾	jyː˨˩ pʰiːu˩˧
魚鱗	jyː˨˩ lɵn˨˩
魚鱗片	jyː˨˩ lɵn˨˩ pʰiːn˧
魚鱗癬	jyː˨˩ lɵn˨˩ siːn˧˥
魚龍曼衍	jyː˨˩ lʊŋ˨˩ maːn˨ jiːn˧˥
魛	tou˥
魠	tʰɔːk̚˧
魦	saː˥
魨	tʰyːn˨˩
魫	ʦʰɐm˨˩
魬	paːn˧˥
魯	lou˩˧
魯凱族	lou˩˧ hɔːi˧˥ tsʊk̚˨
魯莽	lou˩˧ mɔːŋ˨˩
魯莽行事	lou˩˧ mɔːŋ˨˩ hɐŋ˨˩ siː˨
魯魚亥豕	lou˩˧ jyː˨˩ hɔːi˨ tsʰiː˧˥
魰	mɐn˨˩
魱	uː˨˩
魴	fɔːŋ˨˩
魶	naːp̚˨
魷	jɐu˨˩
魷魚	jɐu˨˩ jyː˧˥
魼	hɵy˥
魾	pʰei˥
鮀	tʰɔː˨˩
鮂	ʦʰɐu˨˩
鮅	piːt̚˥
鮇	mei˨
鮈	kʰɵy˥
鮐	tʰɔːi˨˩
鮑魚	paːu˥ jyː˨˩
鮒	fuː˨
鮓	tsaː˧˥
鮓斗	tsaː˧˥ tɐu˧˥
鮓皮	tsaː˧˥ pʰei˨˩
鮚	kiːt̚˧
鮛	sʊk̚˥
鮞	jiː˨˩
鮡	siːu˨
鮤	liːt̚˨
鮨	kʰei˨˩
鮪	fuːi˧˥
鮪魚	fuːi˧˥ jyː˨˩
鮫	kaːu˥
鮭	kʷɐi˥
鮭魚	kʷɐi˥ jyː˨˩
鮮乳	siːn˥ jyː˩˧
鮮亮	siːn˥ lœːŋ˨
鮮味	siːn˥ mei˨
鮮少	siːn˧˥ siːu˧˥
鮮度	siːn˥ tou˨
鮮彩	siːn˥ tsʰɔːi˧˥
鮮明	siːn˥ mɪŋ˨˩
鮮明對比	siːn˥ mɪŋ˨˩ tɵy˧ pei˧˥
鮮有	siːn˧˥ jɐu˩˧
鮮果	siːn˥ kʷɔː˧˥
鮮甜	siːn˥ tʰiːm˨˩
鮮紅	siːn˥ hʊŋ˨˩
鮮紅色	siːn˥ hʊŋ˨˩ sɪk̚˥
鮮綠	siːn˥ lʊk̚˨
鮮綠色	siːn˥ lʊk̚˨ sɪk̚˥
鮮美	siːn˥ mei˩˧
鮮肉	siːn˥ jʊk̚˨
鮮艷	siːn˥ jiːm˨
鮮花	siːn˥ faː˥
鮮蝦腸粉	siːn˥ haː˥ tsʰœːŋ˧˥ fɐn˧˥
鮮血	siːn˥ hyːt̚˧
鮮血淋漓	siːn˥ hyːt̚˧ lɐm˨˩ lei˨˩
鮮衣美食	siːn˥ jiː˥ mei˩˧ sɪk̚˨
鮮魚	siːn˥ jyː˨˩
鮮麗	siːn˥ lɐi˨
鮶	kʷɐn˥
鮸	miːn˩˧
鮹	saːu˥
鮻	lɛːŋ˨˩
鮿	tsiːp̚˧
鯀	kʷɐn˧˥
鯁	kʰɐŋ˧˥
鯁唔落	kʰɐŋ˧˥ m̩˨˩ lɔːk̚˨
鯁死	kʰɐŋ˧˥ sei˧˥
鯁親	kʰɐŋ˧˥ tsʰɐn˥
鯁頸	kʰɐŋ˧˥ kɛːŋ˧˥
鯁骨	kʰɐŋ˧˥ kʷɐt̚˥
鯇	waːn˩˧
鯈	jɐu˨˩
鯉	lei˩˧
鯉躍龍門	lei˩˧ jœːk̚˨ lʊŋ˨˩ muːn˨˩
鯉魚	lei˩˧ jyː˨˩
鯉魚池	lei˩˧ jyː˨˩ tsʰiː˨˩
鯉魚潭	lei˩˧ jyː˨˩ tʰaːm˨˩
鯊	saː˥
鯊魚	saː˥ jyː˨˩
鯊魚肉	saː˥ jyː˨˩ jʊk̚˨
鯔	tsiː˥
鯕	kʰei˨˩
鯖	tsʰɪŋ˥
鯖魚	tsʰɪŋ˥ jyː˨˩
鯗	sœːŋ˧˥
鯗魚	sœːŋ˧˥ jyː˨˩
鯚	kʷɐi˧
鯛	tiːu˥
鯛魚	tiːu˥ jyː˨˩
鯜	ʦʰiːp̚˧
鯞	tsɐu˧˥
鯠	lɔːi˨˩
鯡	fei˥
鯡魚	fei˥ jyː˨˩
鯢	ŋɐi˨˩
鯤	kʷɐn˥
鯥	lʊk̚˨
鯧	tsʰœːŋ˥
鯧魚	tsʰœːŋ˥ jyː˨˩
鯨	kʰɪŋ˨˩
鯨吞	kʰɪŋ˨˩ tʰɐn˥
鯨油	kʰɪŋ˨˩ jɐu˨˩
鯨鬚	kʰɪŋ˨˩ sou˥
鯨魚	kʰɪŋ˨˩ jyː˨˩
鯪魚	lɛːŋ˨˩ jyː˧˥
鯪鯉	lɪŋ˨˩ lei˩˧
鯫	tsɐu˥
鯭	maːŋ˥
鯰	niːm˨˩
鯰魚	niːm˨˩ jyː˨˩
鯷	tʰɐi˨˩
鯸	hɐu˨˩
鯽	tsɪk̚˥
鯽魚	tsɪk̚˥ jyː˨˩
鯿	piːn˧˥
鰂	tsɐk̚˥
鰅	jʊŋ˨˩
鰆	tsʰɵn˥
鰈	tiːp̚˨
鰉	wɔːŋ˨˩
鰋	jiːn˧˥
鰍	tsʰɐu˥
鰐	ŋɔːk̚˨
鰒	fʊk̚˥
鰓	sɔːi˥
鰔	kɐm˧
鰕	haː˥
鰜	kiːm˥
鰝	hou˨
鰡	lɐu˨˩
鰣	siː˨˩
鰣魚	siː˨˩ jyː˨˩
鰤	siː˥
鰥	kʷaːn˥
鰥夫	kʷaːn˥ fuː˥
鰥寡	kʷaːn˥ kʷaː˧˥
鰥寡孤獨	kʷaːn˥ kʷaː˧˥ kuː˥ tʊk̚˨
鰥居	kʷaːn˥ kɵy˥
鰨沙	tʰaːt̚˧ saː˥
鰨沙魚	tʰaːt̚˧ saː˥ jyː˧˥
鰩	jiːu˨˩
鰩魚	jiːu˨˩ jyː˨˩
鰬	kʰiːn˨˩
鰭	kʰei˨˩
鰱	liːn˨˩
鰲	ŋou˨˩
鰳	lɐk̚˨
鰴	fɐi˥
鰵	mɐn˩˧
鰶	mɐn˩˧
鰷	tʰiːu˨˩
鰹	kiːn˥
鰻	maːn˨˩
鰻魚	maːn˨ jyː˨˩
鰻鱺	maːn˨˩ lei˨˩
鰼	tsaːp̚˨
鰽	tsʰou˨˩
鰾	pʰiːu˩˧
鰾膠	pʰiːu˩˧ kaːu˥
鰿	ʦɪk̚˥
鱁	ʦʊk̚˨
鱄	tsyːn˥
鱅	tsʊŋ˨˩
鱅魚	jʊŋ˨˩ jyː˨˩
鱆	tsœːŋ˥
鱈	syːt̚˧
鱈魚	syːt̚˧ jyː˨˩
鱉	piːt̚˧
鱉甲	piːt̚˧ kaːp̚˧
鱉魚	piːt̚˧ jyː˨˩
鱊	wɐt̚˨
鱍	puːt̚˨
鱎	kiːu˧˥
鱐	sʊk̚˥
鱒魚	tsyːn˥ jyː˨˩
鱓	siːn˩˧
鱔	siːn˩˧
鱔魚	siːn˩˧ jyː˨˩
鱗	lɵn˨˩
鱗形	lɵn˨˩ jɪŋ˨˩
鱗次櫛比	lɵn˨˩ tsʰiː˧ tsiːt̚˧ pei˧˥
鱗毛	lɵn˨˩ mou˨˩
鱗爪	lɵn˨˩ tsaːu˧˥
鱗片	lɵn˨˩ pʰiːn˧
鱗片狀	lɵn˨˩ pʰiːn˧ tsɔːŋ˨
鱗甲	lɵn˨˩ kaːp̚˧
鱘	tsʰɐm˨˩
鱘魚	tsʰɐm˨˩ jyː˨˩
鱟	hɐu˨
鱟魚	hɐu˨ jyː˨˩
鱠	kʰuːi˧˥
鱣	tsiːn˥
鱧	lɐi˩˧
鱨	sœːŋ˨˩
鱭	tsʰɐi˩˧
鱮	tsɵy˨
鱵	ʦɐm˥
鱷	ŋɔːk̚˨
鱸	lou˨˩
鱸魚	lou˨˩ jyː˨˩
鱺	lei˨˩
鱼	jyː˨˩
鱼与熊掌	jyː˨˩ jyː˩˧ hʊŋ˨˩ ʦœːŋ˧˥
鱼与熊掌不可兼得	jyː˨˩ jyː˩˧ hʊŋ˨˩ ʦœːŋ˧˥ pɐt̚˥ hɔː˧˥ kiːm˥ tɐk̚˥
鱼丸	jyː˨˩ jyːn˨˩
鱼丸汤	jyː˨˩ jyːn˨˩ tʰɔːŋ˥
鱼刺	jyː˨˩ ʦʰiː˧
鱼塘	jyː˨˩ tʰɔːŋ˨˩
鱼塘博	jyː˨˩ tʰɔːŋ˨˩ pɔːk̚˧
鱼塘壆	jyː˨˩ tʰɔːŋ˨˩ pɔːk̚˧
鱼子	jyː˨˩ ʦiː˧˥
鱼子酱	jyː˨˩ ʦiː˧˥ ʦœːŋ˧
鱼尾	jyː˨˩ mei˩˧
鱼尾夹	jyː˨˩ mei˩˧ kaːp̚˧˥
鱼尾纹	jyː˨˩ mei˩˧ mɐn˨˩
鱼尾钉	jyː˨˩ mei˩˧ tɛːŋ˥
鱼市	jyː˨˩ siː˩˧
鱼市场	jyː˨˩ siː˩˧ ʦʰœːŋ˨˩
鱼扒	jyː˨˩ pʰaː˧˥
鱼旦	jyː˨˩ taːn˧˥
鱼旦河	jyː˨˩ taːn˧˥ hɔː˧˥
鱼旦面	jyː˨˩ taːn˧˥ miːn˨
鱼春	jyː˨˩ ʦʰɵn˥
鱼松	jyː˨˩ sʊŋ˥
鱼柳	jyː˨˩ lɐu˩˧
鱼档	jyː˧˥ tɔːŋ˧
鱼水	jyː˨˩ sɵy˧˥
鱼池	jyː˨˩ ʦʰiː˨˩
鱼汤	jyː˨˩ tʰɔːŋ˥
鱼油	jyː˨˩ jɐu˨˩
鱼游釜中	jyː˨˩ jɐu˨˩ fuː˧˥ ʦʊŋ˥
鱼片	jyː˨˩ pʰiːn˧˥
鱼生	jyː˨˩ saːŋ˥
鱼生粥	jyː˨˩ saːŋ˥ ʦʊk̚˥
鱼目混珠	jyː˨˩ mʊk̚˨ wɐn˨ ʦyː˥
鱼种	jyː˨˩ ʦʊŋ˧˥
鱼米之乡	jyː˨˩ mɐi˩˧ ʦiː˥ hœːŋ˥
鱼类	jyː˨˩ lɵy˨
鱼类学	jyː˨˩ lɵy˨ hɔːk̚˨
鱼缸	jyː˨˩ kɔːŋ˥
鱼网	jyː˨˩ mɔːŋ˩˧
鱼群	jyː˨˩ kʷʰɐn˨˩
鱼翅	jyː˨˩ ʦʰiː˧
鱼翅羹	jyː˨˩ ʦʰiː˧ kɐŋ˥
鱼肉	jyː˨˩ jʊk̚˨
鱼肉乡里	jyː˨˩ jʊk̚˨ hœːŋ˥ lei˩˧
鱼肉人民	jyː˨˩ jʊk̚˨ jɐn˨˩ mɐn˨˩
鱼肚	jyː˨˩ tʰou˩˧
鱼肚白	jyː˨˩ tʰou˩˧ paːk̚˨
鱼肝	jyː˨˩ kɔːn˥
鱼肝油	jyː˨˩ kɔːn˥ jɐu˨˩
鱼腥	jyː˨˩ sɪŋ˥
鱼腥味	jyː˨˩ sɪŋ˥ mei˨
鱼腩	jyː˨˩ naːm˩˧
鱼膥	jyː˨˩ ʦʰɵn˥
鱼茸	jyː˨˩ jʊŋ˨˩
鱼蓉	jyː˨˩ jʊŋ˨˩
鱼蛋	jyː˨˩ taːn˧˥
鱼蛋河	jyː˨˩ taːn˧˥ hɔː˧˥
鱼蛋面	jyː˨˩ taːn˧˥ miːn˨
鱼融	jyː˨˩ jʊŋ˨˩
鱼贩	jyː˨˩ faːn˧
鱼贯	jyː˨˩ kuːn˧
鱼贯而入	jyː˨˩ kuːn˧ iː˨˩ jɐp̚˨
鱼钩	jyː˨˩ kɐu˥
鱼雁	jyː˨˩ ŋaːn˨
鱼雁往返	jyː˨˩ ŋaːn˨ wɔːŋ˩˧ faːn˧˥
鱼雷	jyː˨˩ lɵy˨˩
鱼雷艇	jyː˨˩ lɵy˨˩ tʰɪŋ˩˧
鱼饵	jyː˨˩ nei˨
鱼香茄子	jyː˨˩ hœːŋ˥ kʰɛː˧˥ ʦiː˧˥
鱼骨	jyː˨˩ kʷɐt̚˥
鱼鳃	jyː˨˩ sɔːi˥
鱼鳍	jyː˨˩ kʰei˨˩
鱼鳔	jyː˨˩ pʰiːu˩˧
鱼鳞	jyː˨˩ lɵn˨˩
鱼鳞片	jyː˨˩ lɵn˨˩ pʰiːn˧
鱼鳞癣	jyː˨˩ lɵn˨˩ siːn˧˥
鱼龙曼衍	jyː˨˩ lʊŋ˨˩ maːn˨ iːn˧˥
鱽	tou˥
鱿	jɐu˨˩
鱿鱼	jɐu˨˩ jyː˧˥
鲀	tʰyːn˨˩
鲁	lou˩˧
鲁凯族	lou˩˧ hɔːi˧˥ ʦʊk̚˨
鲁莽	lou˩˧ mɔːŋ˨˩
鲁莽行事	lou˩˧ mɔːŋ˨˩ hɐŋ˨˩ siː˨
鲁鱼亥豕	lou˩˧ jyː˨˩ hɔːi˨ ʦʰiː˧˥
鲂	fɔːŋ˨˩
鲃	paː˥
鲈	lou˨˩
鲈鱼	lou˨˩ jyː˨˩
鲊	ʦaː˧˥
鲊斗	ʦaː˧˥ tɐu˧˥
鲊皮	ʦaː˧˥ pʰei˨˩
鲋	fuː˨
鲍	paːu˥
鲍鱼	paːu˥ jyː˨˩
鲎	hɐu˨
鲎鱼	hɐu˨ jyː˨˩
鲐	tʰɔːi˨˩
鲑	kʷɐi˥
鲑鱼	kʷɐi˥ jyː˨˩
鲒	kiːt̚˧
鲔	fuːi˧˥
鲔鱼	fuːi˧˥ jyː˨˩
鲕	iː˨˩
鲖	tʊŋ˨˩
鲗	ʦɐk̚˥
鲙	kʰuːi˧˥
鲚	ʦʰɐi˩˧
鲛	kaːu˥
鲜	siːn˥
鲜丽	siːn˥ lɐi˨
鲜乳	siːn˥ jyː˩˧
鲜亮	siːn˥ lœːŋ˨
鲜味	siːn˥ mei˨
鲜奶	siːn˥ naːi˩˧
鲜奶油	siːn˥ naːi˩˧ jɐu˨˩
鲜嫩	siːn˥ nyːn˨
鲜少	siːn˧˥ siːu˧˥
鲜度	siːn˥ tou˨
鲜彩	siːn˥ ʦʰɔːi˧˥
鲜明	siːn˥ mɪŋ˨˩
鲜明对比	siːn˥ mɪŋ˨˩ tɵy˧ pei˧˥
鲜有	siːn˧˥ jɐu˩˧
鲜果	siːn˥ kʷɔː˧˥
鲜甜	siːn˥ tʰiːm˨˩
鲜红	siːn˥ hʊŋ˨˩
鲜红色	siːn˥ hʊŋ˨˩ sɪk̚˥
鲜绿	siːn˥ lʊk̚˨
鲜绿色	siːn˥ lʊk̚˨ sɪk̚˥
鲜美	siːn˥ mei˩˧
鲜肉	siːn˥ jʊk̚˨
鲜艳	siːn˥ iːm˨
鲜花	siːn˥ faː˥
鲜虾肠粉	siːn˥ haː˥ ʦʰœːŋ˧˥ fɐn˧˥
鲜血	siːn˥ hyːt̚˧
鲜血淋漓	siːn˥ hyːt̚˧ lɐm˨˩ lei˨˩
鲜衣美食	siːn˥ iː˥ mei˩˧ sɪk̚˨
鲜鱼	siːn˥ jyː˨˩
鲞	sœːŋ˧˥
鲞鱼	sœːŋ˧˥ jyː˨˩
鲟	ʦʰɐm˨˩
鲟鱼	ʦʰɐm˨˩ jyː˨˩
鲠	kʰɐŋ˧˥
鲠亲	kʰɐŋ˧˥ ʦʰɐn˥
鲠唔落	kʰɐŋ˧˥ m̩˨˩ lɔːk̚˨
鲠死	kʰɐŋ˧˥ sei˧˥
鲠颈	kʰɐŋ˧˥ kɛːŋ˧˥
鲠骨	kʰɐŋ˧˥ kʷɐt̚˥
鲡	lei˨˩
鲢	liːn˨˩
鲣	kiːn˥
鲤	lei˩˧
鲤跃龙门	lei˩˧ jœːk̚˨ lʊŋ˨˩ muːn˨˩
鲤鱼	lei˩˧ jyː˨˩
鲤鱼池	lei˩˧ jyː˨˩ ʦʰiː˨˩
鲤鱼潭	lei˩˧ jyː˨˩ tʰaːm˨˩
鲥	siː˨˩
鲥鱼	siː˨˩ jyː˨˩
鲦	tʰiːu˨˩
鲧	kʷɐn˧˥
鲨	saː˥
鲨鱼	saː˥ jyː˨˩
鲨鱼肉	saː˥ jyː˨˩ jʊk̚˨
鲩	waːn˩˧
鲪	kʷɐn˥
鲫	ʦɪk̚˥
鲫鱼	ʦɪk̚˥ jyː˨˩
鲭	ʦʰɪŋ˥
鲭鱼	ʦʰɪŋ˥ jyː˨˩
鲮	lɛːŋ˨˩
鲮鱼	lɪŋ˨˩ jyː˨˩
鲮鲤	lɪŋ˨˩ lei˩˧
鲯	kʰei˨˩
鲰	ʦɐu˥
鲱	fei˥
鲱鱼	fei˥ jyː˨˩
鲲	kʷɐn˥
鲳	ʦʰœːŋ˥
鲳鱼	ʦʰœːŋ˥ jyː˨˩
鲵	ŋɐi˨˩
鲶	niːm˨˩
鲶鱼	niːm˨˩ jyː˨˩
鲷	tiːu˥
鲷鱼	tiːu˥ jyː˨˩
鲸	kʰɪŋ˨˩
鲸吞	kʰɪŋ˨˩ tʰɐn˥
鲸油	kʰɪŋ˨˩ jɐu˨˩
鲸须	kʰɪŋ˨˩ sou˥
鲸鱼	kʰɪŋ˨˩ jyː˨˩
鲻	ʦiː˥
鲽	tiːp̚˨
鲿	sœːŋ˨˩
鳀	tʰɐi˨˩
鳃	sɔːi˥
鳄	ŋɔːk̚˨
鳄鱼	ŋɔːk̚˨ jyː˨˩
鳄鱼头	ŋɔːk̚˨ jyː˨˩ tʰɐu˨˩
鳄鱼皮	ŋɔːk̚˨ jyː˨˩ pʰei˨˩
鳅	ʦʰɐu˥
鳆	fʊk̚˥
鳇	wɔːŋ˨˩
鳊	piːn˧˥
鳌	ŋou˨˩
鳌头	ŋou˨˩ tʰɐu˨˩
鳍	kʰei˨˩
鳎	tʰaːp̚˧
鳎沙	tʰaːt̚˧ saː˥
鳎沙鱼	tʰaːt̚˧ saː˥ jyː˧˥
鳏	kʷaːn˥
鳏夫	kʷaːn˥ fuː˥
鳏寡	kʷaːn˥ kʷaː˧˥
鳏寡孤独	kʷaːn˥ kʷaː˧˥ kuː˥ tʊk̚˨
鳏居	kʷaːn˥ kɵy˥
鳐	iːu˨˩
鳐鱼	iːu˨˩ jyː˨˩
鳒	kiːm˥
鳓	lɐk̚˨
鳔	pʰiːu˩˧
鳔胶	pʰiːu˩˧ kaːu˥
鳕	syːt̚˧
鳕鱼	syːt̚˧ jyː˨˩
鳖	piːt̚˧
鳖甲	piːt̚˧ kaːp̚˧
鳖鱼	piːt̚˧ jyː˨˩
鳗	maːn˨˩
鳗鱼	maːn˨ jyː˨˩
鳗鲡	maːn˨˩ lei˨˩
鳘	mɐn˩˧
鳙	ʦʊŋ˨˩
鳙鱼	jʊŋ˨˩ jyː˨˩
鳚	tʰɔː˩˧
鳛	ʦaːp̚˨
鳜	kʷɐi˧
鳝	siːn˩˧
鳝鱼	siːn˩˧ jyː˨˩
鳞	lɵn˨˩
鳞形	lɵn˨˩ jɪŋ˨˩
鳞次栉比	lɵn˨˩ ʦʰiː˧ ʦiːt̚˧ pei˧˥
鳞毛	lɵn˨˩ mou˨˩
鳞爪	lɵn˨˩ ʦaːu˧˥
鳞片	lɵn˨˩ pʰiːn˧
鳞片状	lɵn˨˩ pʰiːn˧ ʦɔːŋ˨
鳞甲	lɵn˨˩ kaːp̚˧
鳟	ʦʰyːn˩˧
鳟鱼	ʦyːn˥ jyː˨˩
鳢	lɐi˩˧
鳣	ʦiːn˥
鳤	kuːn˧˥
鳥	niːu˩˧
鳦	jyːt̚˧
鳧	fuː˨˩
鳩佔鵲巢	kɐu˥ tsiːm˧ tsœːk̚˧ tsʰaːu˨˩
鳭	tou˥
鳱	kɔːn˥
鳲	siː˥
鳳	fʊŋ˨
鳳凰	fʊŋ˨ wɔːŋ˨˩
鳳姐	fʊŋ˨ tsɛː˧˥
鳳樓	fʊŋ˨ lɐu˧˥
鳳爪	fʊŋ˨ tsaːu˧˥
鳴	mɪŋ˨˩
鳴叫	mɪŋ˨˩ kiːu˧
鳶	jyːn˥
鳶尾科	jyːn˥ mei˩˧ fɔː˥
鳶尾花	jyːn˥ mei˩˧ faː˥
鳷	tsiː˥
鳹	lɪŋ˨˩
鳺	fuː˥
鳿	jʊk̚˨
鴀	fɐu˨˩
鴃	kʰyːt̚˧
鴄	pʰɐt̚˥
鴆	tsɐm˨
鴆酒	tsɐm˨ tsɐu˧˥
鴇	pou˧˥
鴇母	pou˧˥ mou˩˧
鴈	ŋaːn˨
鴐	kaː˥
鴒	lɪŋ˨˩
鴔	fʊk̚˨
鴕	tʰɔː˨˩
鴗	lɐp̚˨
鴛鴦	jyːn˥ jœːŋ˥
鴛鴦戲水	jyːn˥ jœːŋ˥ hei˧ sɵy˧˥
